"","BillId","BillNumber","Biennium","LegalTitle","IntroducedDate","Sponsor","PrimeSponsorID","LongDescription","billUrl"
"1895","SHB 1783","1783","2017-18","AN ACT Relating to legal financial obligations;","2017-02-16T00:00:00","JUDI(Holy)","17223","Concerning legal financial obligations.","http://app.leg.wa.gov/billsummary?BillNumber=1783&Year=2017&Initiative=false"
"1896","E2SHB 1783","1783","2017-18","AN ACT Relating to legal financial obligations;","2017-02-23T00:00:00","APP(Holy)","17223","Concerning legal financial obligations.","http://app.leg.wa.gov/billsummary?BillNumber=1783&Year=2017&Initiative=false"
"1897","HB 1783","1783","2017-18","AN ACT Relating to legal financial obligations;","2017-01-30T00:00:00","(Holy)","17223","Concerning legal financial obligations.","http://app.leg.wa.gov/billsummary?BillNumber=1783&Year=2017&Initiative=false"
"1898","SHB 1783","1783","2017-18","AN ACT Relating to legal financial obligations;","2017-02-16T00:00:00","JUDI(Holy)","17223","Concerning legal financial obligations.","http://app.leg.wa.gov/billsummary?BillNumber=1783&Year=2017&Initiative=false"
"1899","E2SHB 1783","1783","2017-18","AN ACT Relating to legal financial obligations;","2017-02-23T00:00:00","APP(Holy)","17223","Concerning legal financial obligations.","http://app.leg.wa.gov/billsummary?BillNumber=1783&Year=2017&Initiative=false"
"1900","HB 1784","1784","2017-18","AN ACT Relating to creation of a certified child safety policy;","2017-01-30T00:00:00","(Smith)","13577","Concerning creation of a certified child safety policy.","http://app.leg.wa.gov/billsummary?BillNumber=1784&Year=2017&Initiative=false"
"1901","HB 1785","1785","2017-18","AN ACT Relating to standardizing the administration of elections;","2017-01-30T00:00:00","(Hudgins)","8215","Standardizing the administration of elections.","http://app.leg.wa.gov/billsummary?BillNumber=1785&Year=2017&Initiative=false"
"1902","HB 1786","1786","2017-18","AN ACT Relating to increasing membership of the state interoperability executive committee in order to foster interoperability;","2017-01-30T00:00:00","(Appleton)","10031","Increasing membership of the state interoperability executive committee in order to foster interoperability.","http://app.leg.wa.gov/billsummary?BillNumber=1786&Year=2017&Initiative=false"
"1903","HB 1787","1787","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-01-30T00:00:00","(Hudgins)","8215","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=1787&Year=2017&Initiative=false"
"1904","SHB 1787","1787","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-02-23T00:00:00","APP(Hudgins)","8215","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=1787&Year=2017&Initiative=false"
"1905","HB 1787","1787","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-01-30T00:00:00","(Hudgins)","8215","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=1787&Year=2017&Initiative=false"
"1906","SHB 1787","1787","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-02-23T00:00:00","APP(Hudgins)","8215","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=1787&Year=2017&Initiative=false"
"1907","HB 1788","1788","2017-18","AN ACT Relating to no required psychotropic medication use for students;","2017-01-30T00:00:00","(Hargrove)","15822","Concerning no required psychotropic medication use for students.","http://app.leg.wa.gov/billsummary?BillNumber=1788&Year=2017&Initiative=false"
"1908","HB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-01-30T00:00:00","(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1909","SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-16T00:00:00","PS(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1910","2SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-22T00:00:00","APP(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1911","3SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-01T00:00:00","PS(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1912","4SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-06T00:00:00","APP(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1913","HB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-01-30T00:00:00","(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1914","SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-16T00:00:00","PS(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1915","2SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-22T00:00:00","APP(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1916","3SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-01T00:00:00","PS(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1917","4SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-06T00:00:00","APP(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1918","HB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-01-30T00:00:00","(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1919","SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-16T00:00:00","PS(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1920","2SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2017-02-22T00:00:00","APP(Jinkins)","15817","Concerning sentencing laws and practices.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2017&Initiative=false"
"1921","3SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-01T00:00:00","PS(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1922","4SHB 1789","1789","2017-18","AN ACT Relating to rehabilitated offenders;","2018-02-06T00:00:00","APP(Jinkins)","15817","Concerning rehabilitated offenders.","http://app.leg.wa.gov/billsummary?BillNumber=1789&Year=2018&Initiative=false"
"1923","HB 1790","1790","2017-18","AN ACT Relating to dependency petitions where the department of social and health services is the petitioner;","2017-01-30T00:00:00","(Lovick)","3476","Concerning dependency petitions where the department of social and health services is the petitioner.","http://app.leg.wa.gov/billsummary?BillNumber=1790&Year=2017&Initiative=false"
"1924","HB 1791","1791","2017-18","AN ACT Relating to authorizing the department of social and health services to assess and offer services to child sex trafficking victims;","2017-01-30T00:00:00","(Senn)","18057","Authorizing the department of social and health services to assess and offer services to child sex trafficking victims.","http://app.leg.wa.gov/billsummary?BillNumber=1791&Year=2017&Initiative=false"
"1925","HB 1792","1792","2017-18","AN ACT Relating to investigative costs for residential services and supports programs;","2017-01-30T00:00:00","(Kagi)","3487","Establishing a fee for certification for the residential services and supports program to cover investigative costs.","http://app.leg.wa.gov/billsummary?BillNumber=1792&Year=2017&Initiative=false"
"1926","ESHB 1792","1792","2017-18","AN ACT Relating to investigative costs for residential services and supports programs;","2017-02-22T00:00:00","APP(Kagi)","3487","Establishing a fee for certification for the residential services and supports program to cover investigative costs.","http://app.leg.wa.gov/billsummary?BillNumber=1792&Year=2017&Initiative=false"
"1927","HB 1792","1792","2017-18","AN ACT Relating to investigative costs for residential services and supports programs;","2017-01-30T00:00:00","(Kagi)","3487","Establishing a fee for certification for the residential services and supports program to cover investigative costs.","http://app.leg.wa.gov/billsummary?BillNumber=1792&Year=2017&Initiative=false"
"1928","ESHB 1792","1792","2017-18","AN ACT Relating to investigative costs for residential services and supports programs;","2017-02-22T00:00:00","APP(Kagi)","3487","Establishing a fee for certification for the residential services and supports program to cover investigative costs.","http://app.leg.wa.gov/billsummary?BillNumber=1792&Year=2017&Initiative=false"
"1929","HB 1793","1793","2017-18","AN ACT Relating to increasing academic rigor and streamlining assessment requirements for high school students;","2017-01-30T00:00:00","(Senn)","18057","Increasing academic rigor and streamlining assessment requirements for high school students.","http://app.leg.wa.gov/billsummary?BillNumber=1793&Year=2017&Initiative=false"
"1930","HB 1794","1794","2017-18","AN ACT Relating to the death investigations account;","2017-01-30T00:00:00","(Klippert)","14207","Concerning the death investigations account.","http://app.leg.wa.gov/billsummary?BillNumber=1794&Year=2017&Initiative=false"
"1931","EHB 1795","1795","2017-18","AN ACT Relating to the Cooper Jones bicyclist safety advisory council;","2017-01-30T00:00:00","(Kloba)","26168","Creating the Cooper Jones bicyclist safety advisory council.","http://app.leg.wa.gov/billsummary?BillNumber=1795&Year=2017&Initiative=false"
"1932","HB 1796","1796","2017-18","AN ACT Relating to providing reasonable accommodations in the workplace for pregnant women;","2017-01-30T00:00:00","(Farrell)","17307","Providing reasonable accommodations in the workplace for pregnant women.","http://app.leg.wa.gov/billsummary?BillNumber=1796&Year=2017&Initiative=false"
"1933","ESHB 1796","1796","2017-18","AN ACT Relating to providing reasonable accommodations in the workplace for pregnant women;","2017-02-22T00:00:00","APP(Farrell)","17307","Providing reasonable accommodations in the workplace for pregnant women.","http://app.leg.wa.gov/billsummary?BillNumber=1796&Year=2017&Initiative=false"
"1934","HB 1796","1796","2017-18","AN ACT Relating to providing reasonable accommodations in the workplace for pregnant women;","2017-01-30T00:00:00","(Farrell)","17307","Providing reasonable accommodations in the workplace for pregnant women.","http://app.leg.wa.gov/billsummary?BillNumber=1796&Year=2017&Initiative=false"
"1935","ESHB 1796","1796","2017-18","AN ACT Relating to providing reasonable accommodations in the workplace for pregnant women;","2017-02-22T00:00:00","APP(Farrell)","17307","Providing reasonable accommodations in the workplace for pregnant women.","http://app.leg.wa.gov/billsummary?BillNumber=1796&Year=2017&Initiative=false"
"1936","HB 1797","1797","2017-18","AN ACT Relating to encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax;","2017-01-30T00:00:00","(McBride)","20754","Concerning encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax.","http://app.leg.wa.gov/billsummary?BillNumber=1797&Year=2017&Initiative=false"
"1937","SHB 1797","1797","2017-18","AN ACT Relating to encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax;","2017-02-15T00:00:00","CDHT(McBride)","20754","Encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax.","http://app.leg.wa.gov/billsummary?BillNumber=1797&Year=2017&Initiative=false"
"1938","HB 1797","1797","2017-18","AN ACT Relating to encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax;","2017-01-30T00:00:00","(McBride)","20754","Concerning encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax.","http://app.leg.wa.gov/billsummary?BillNumber=1797&Year=2017&Initiative=false"
"1939","SHB 1797","1797","2017-18","AN ACT Relating to encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax;","2017-02-15T00:00:00","CDHT(McBride)","20754","Encouraging affordable housing development and preservation by providing cities limited sales tax remittance for qualifying investments, providing cities and counties authority to use real estate excise taxes to support affordable housing, and providing cities and counties with councilmanic authority to impose the affordable housing sales tax.","http://app.leg.wa.gov/billsummary?BillNumber=1797&Year=2017&Initiative=false"
"1940","HB 1798","1798","2017-18","AN ACT Relating to the sale of manufactured/mobile home communities;","2017-01-30T00:00:00","(McBride)","20754","Concerning the sale of manufactured/mobile home communities.","http://app.leg.wa.gov/billsummary?BillNumber=1798&Year=2017&Initiative=false"
"1941","SHB 1798","1798","2017-18","AN ACT Relating to the sale of manufactured/mobile home communities;","2018-02-01T00:00:00","JUDI(McBride)","20754","Concerning the sale of manufactured/mobile home communities.","http://app.leg.wa.gov/billsummary?BillNumber=1798&Year=2018&Initiative=false"
"1942","HB 1799","1799","2017-18","AN ACT Relating to utilizing cooperative agreements with the federal government, such as good neighbor agreements with the United States forest service, to advance forest health in Washington;","2017-01-30T00:00:00","(Tharinger)","15816","Utilizing cooperative agreements with the federal government, such as good neighbor agreements with the United States forest service, to advance forest health in Washington.","http://app.leg.wa.gov/billsummary?BillNumber=1799&Year=2017&Initiative=false"
"1943","HB 1800","1800","2017-18","AN ACT Relating to establishing a voting rights act to promote equal voting opportunity in certain political subdivisions by authorizing district-based elections, requiring redistricting and new elections in certain circumstances, and establishing a cause of action to redress lack of voter opportunity;","2017-01-30T00:00:00","(Gregerson)","18264","Enacting the Washington voting rights act.","http://app.leg.wa.gov/billsummary?BillNumber=1800&Year=2017&Initiative=false"
"1944","SHB 1800","1800","2017-18","AN ACT Relating to establishing a voting rights act to promote equal voting opportunity in certain political subdivisions and establishing a cause of action to redress lack of voter opportunity;","2018-01-16T00:00:00","SEIT(Gregerson)","18264","Enacting the Washington voting rights act of 2018.","http://app.leg.wa.gov/billsummary?BillNumber=1800&Year=2018&Initiative=false"
"1945","HB 1801","1801","2017-18","AN ACT Relating to city use of state-owned aquatic lands for a publicly owned marina;","2017-01-30T00:00:00","(Hayes)","17219","Concerning city use of state-owned aquatic lands for a publicly owned marina.","http://app.leg.wa.gov/billsummary?BillNumber=1801&Year=2017&Initiative=false"
"1946","HB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-01-30T00:00:00","(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1947","SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-09T00:00:00","CDHT(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1948","E2SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-22T00:00:00","APP(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1949","HB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-01-30T00:00:00","(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1950","SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-09T00:00:00","CDHT(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1951","E2SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-22T00:00:00","APP(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1952","HB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-01-30T00:00:00","(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1953","SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-09T00:00:00","CDHT(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1954","E2SHB 1802","1802","2017-18","AN ACT Relating to increasing the access of veterans, military service members, and military spouses to shared leave in state employment;","2017-02-22T00:00:00","APP(Reeves)","27182","Increasing the access of veterans, military service members, and military spouses to shared leave in state employment.","http://app.leg.wa.gov/billsummary?BillNumber=1802&Year=2017&Initiative=false"
"1955","HB 1803","1803","2017-18","AN ACT Relating to motorcycle helmet use;","2017-01-30T00:00:00","(Kirby)","5154","Concerning motorcycle helmet use.","http://app.leg.wa.gov/billsummary?BillNumber=1803&Year=2017&Initiative=false"
"1956","HB 1804","1804","2017-18","AN ACT Relating to financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds;","2017-01-30T00:00:00","(Kirby)","5154","Addressing financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds.","http://app.leg.wa.gov/billsummary?BillNumber=1804&Year=2017&Initiative=false"
"1957","SHB 1804","1804","2017-18","AN ACT Relating to financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds;","2017-02-15T00:00:00","BFS(Kirby)","5154","Addressing financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds.","http://app.leg.wa.gov/billsummary?BillNumber=1804&Year=2017&Initiative=false"
"1958","HB 1804","1804","2017-18","AN ACT Relating to financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds;","2017-01-30T00:00:00","(Kirby)","5154","Addressing financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds.","http://app.leg.wa.gov/billsummary?BillNumber=1804&Year=2017&Initiative=false"
"1959","SHB 1804","1804","2017-18","AN ACT Relating to financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds;","2017-02-15T00:00:00","BFS(Kirby)","5154","Addressing financial responsibility insurance requirements with respect to motorcycles, motor-driven cycles, and mopeds.","http://app.leg.wa.gov/billsummary?BillNumber=1804&Year=2017&Initiative=false"
"1960","HB 1805","1805","2017-18","AN ACT Relating to beginning to address the issue of contaminated drinking water stemming from the lead content in drinking water infrastructure, including pipes, connections, and fixtures;","2017-01-30T00:00:00","(Farrell)","17307","Beginning to address the issue of contaminated drinking water stemming from the lead content in drinking water infrastructure, including pipes, connections, and fixtures.","http://app.leg.wa.gov/billsummary?BillNumber=1805&Year=2017&Initiative=false"
"1961","HB 1806","1806","2017-18","AN ACT Relating to increasing monetary penalties for crimes committed by corporations;","2017-01-30T00:00:00","(Pellicciotti)","26177","Increasing monetary penalties for crimes committed by corporations.","http://app.leg.wa.gov/billsummary?BillNumber=1806&Year=2017&Initiative=false"
"1962","HB 1807","1807","2017-18","AN ACT Relating to increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017;","2017-01-30T00:00:00","(Pellicciotti)","26177","Increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017.","http://app.leg.wa.gov/billsummary?BillNumber=1807&Year=2017&Initiative=false"
"1963","ESHB 1807","1807","2017-18","AN ACT Relating to increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017;","2017-02-14T00:00:00","SEIT(Pellicciotti)","26177","Increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017.","http://app.leg.wa.gov/billsummary?BillNumber=1807&Year=2017&Initiative=false"
"1964","HB 1807","1807","2017-18","AN ACT Relating to increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017;","2017-01-30T00:00:00","(Pellicciotti)","26177","Increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017.","http://app.leg.wa.gov/billsummary?BillNumber=1807&Year=2017&Initiative=false"
"1965","ESHB 1807","1807","2017-18","AN ACT Relating to increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017;","2017-02-14T00:00:00","SEIT(Pellicciotti)","26177","Increasing transparency of contributions by creating the Washington state DISCLOSE act of 2017.","http://app.leg.wa.gov/billsummary?BillNumber=1807&Year=2017&Initiative=false"
"1966","HB 1808","1808","2017-18","AN ACT Relating to providing support for foster youth in obtaining drivers' licenses and automobile liability insurance;","2017-01-30T00:00:00","(Clibborn)","8209","Providing support for foster youth in obtaining drivers' licenses and automobile liability insurance.","http://app.leg.wa.gov/billsummary?BillNumber=1808&Year=2017&Initiative=false"
"1967","ESHB 1808","1808","2017-18","AN ACT Relating to providing support for foster youth in obtaining drivers' licenses and automobile liability insurance;","2017-02-21T00:00:00","TR(Clibborn)","8209","Providing support for foster youth in obtaining drivers' licenses and automobile liability insurance.","http://app.leg.wa.gov/billsummary?BillNumber=1808&Year=2017&Initiative=false"
"1968","HB 1808","1808","2017-18","AN ACT Relating to providing support for foster youth in obtaining drivers' licenses and automobile liability insurance;","2017-01-30T00:00:00","(Clibborn)","8209","Providing support for foster youth in obtaining drivers' licenses and automobile liability insurance.","http://app.leg.wa.gov/billsummary?BillNumber=1808&Year=2017&Initiative=false"
"1969","ESHB 1808","1808","2017-18","AN ACT Relating to providing support for foster youth in obtaining drivers' licenses and automobile liability insurance;","2017-02-21T00:00:00","TR(Clibborn)","8209","Providing support for foster youth in obtaining drivers' licenses and automobile liability insurance.","http://app.leg.wa.gov/billsummary?BillNumber=1808&Year=2017&Initiative=false"
"1970","HB 1809","1809","2017-18","AN ACT Relating to tax credits for clean alternative fuel commercial vehicles;","2017-01-30T00:00:00","(Fey)","17241","Concerning tax credits for clean alternative fuel commercial vehicles.","http://app.leg.wa.gov/billsummary?BillNumber=1809&Year=2017&Initiative=false"
"1971","ESHB 1809","1809","2017-18","AN ACT Relating to tax credits for clean alternative fuel commercial vehicles;","2017-02-14T00:00:00","FIN(Fey)","17241","Concerning tax credits for clean alternative fuel commercial vehicles.","http://app.leg.wa.gov/billsummary?BillNumber=1809&Year=2017&Initiative=false"
"1972","HB 1809","1809","2017-18","AN ACT Relating to tax credits for clean alternative fuel commercial vehicles;","2017-01-30T00:00:00","(Fey)","17241","Concerning tax credits for clean alternative fuel commercial vehicles.","http://app.leg.wa.gov/billsummary?BillNumber=1809&Year=2017&Initiative=false"
"1973","ESHB 1809","1809","2017-18","AN ACT Relating to tax credits for clean alternative fuel commercial vehicles;","2017-02-14T00:00:00","FIN(Fey)","17241","Concerning tax credits for clean alternative fuel commercial vehicles.","http://app.leg.wa.gov/billsummary?BillNumber=1809&Year=2017&Initiative=false"
"1974","HB 1810","1810","2017-18","AN ACT Relating to obligations of mental health professionals;","2017-01-30T00:00:00","(Cody)","1543","Concerning obligations of mental health professionals.","http://app.leg.wa.gov/billsummary?BillNumber=1810&Year=2017&Initiative=false"
"1975","HB 1811","1811","2017-18","AN ACT Relating to notice of material changes to the operations or governance structure of a health care provider or provider organization;","2017-01-30T00:00:00","(Jinkins)","15817","Concerning notice of material changes to the operations or governance structure of a health care provider or provider organization.","http://app.leg.wa.gov/billsummary?BillNumber=1811&Year=2017&Initiative=false"
"1976","SHB 1811","1811","2017-18","AN ACT Relating to notice of material changes to the operations or governance structure of a health care provider or provider organization;","2018-02-01T00:00:00","JUDI(Jinkins)","15817","Concerning notice of material changes to the operations or governance structure of a health care provider or provider organization.","http://app.leg.wa.gov/billsummary?BillNumber=1811&Year=2018&Initiative=false"
"1977","HB 1812","1812","2017-18","AN ACT Relating to the state fungi;","2017-01-30T00:00:00","(Dolan)","26174","Designating the pine mushroom as the official state fungi.","http://app.leg.wa.gov/billsummary?BillNumber=1812&Year=2017&Initiative=false"
"1978","HB 1813","1813","2017-18","AN ACT Relating to aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing;","2017-01-30T00:00:00","(Kloba)","26168","Aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing.","http://app.leg.wa.gov/billsummary?BillNumber=1813&Year=2017&Initiative=false"
"1979","SHB 1813","1813","2017-18","AN ACT Relating to aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing;","2017-02-15T00:00:00","TR(Kloba)","26168","Aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing.","http://app.leg.wa.gov/billsummary?BillNumber=1813&Year=2017&Initiative=false"
"1980","HB 1813","1813","2017-18","AN ACT Relating to aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing;","2017-01-30T00:00:00","(Kloba)","26168","Aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing.","http://app.leg.wa.gov/billsummary?BillNumber=1813&Year=2017&Initiative=false"
"1981","SHB 1813","1813","2017-18","AN ACT Relating to aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing;","2017-02-15T00:00:00","TR(Kloba)","26168","Aligning existing definitions and practices to establish a uniform process for updating addresses of record and make conforming amendments to statutes administered by the department of licensing.","http://app.leg.wa.gov/billsummary?BillNumber=1813&Year=2017&Initiative=false"
"1982","HB 1814","1814","2017-18","AN ACT Relating to notification requirements for the department of social and health services;","2017-01-30T00:00:00","(Goodman)","11999","Concerning notification requirements for the department of social and health services.","http://app.leg.wa.gov/billsummary?BillNumber=1814&Year=2017&Initiative=false"
"1983","ESHB 1814","1814","2017-18","AN ACT Relating to notification requirements for the department of social and health services;","2017-02-16T00:00:00","ELHS(Goodman)","11999","Concerning notification requirements for the department of social and health services.","http://app.leg.wa.gov/billsummary?BillNumber=1814&Year=2017&Initiative=false"
"1984","HB 1814","1814","2017-18","AN ACT Relating to notification requirements for the department of social and health services;","2017-01-30T00:00:00","(Goodman)","11999","Concerning notification requirements for the department of social and health services.","http://app.leg.wa.gov/billsummary?BillNumber=1814&Year=2017&Initiative=false"
"1985","ESHB 1814","1814","2017-18","AN ACT Relating to notification requirements for the department of social and health services;","2017-02-16T00:00:00","ELHS(Goodman)","11999","Concerning notification requirements for the department of social and health services.","http://app.leg.wa.gov/billsummary?BillNumber=1814&Year=2017&Initiative=false"
"1986","HB 1815","1815","2017-18","AN ACT Relating to the rights of an alleged parent in dependency proceedings;","2017-01-30T00:00:00","(Kilduff)","20753","Concerning the rights of an alleged parent in dependency proceedings.","http://app.leg.wa.gov/billsummary?BillNumber=1815&Year=2017&Initiative=false"
"1987","SHB 1815","1815","2017-18","AN ACT Relating to the rights of an alleged parent in dependency proceedings;","2017-02-17T00:00:00","ELHS(Kilduff)","20753","Concerning the rights of an alleged parent in dependency proceedings.","http://app.leg.wa.gov/billsummary?BillNumber=1815&Year=2017&Initiative=false"
